region,date,price,rent,property_type,roi
California,2010-02,231512.0,,1Bedroom,
California,2010-03,230640.0,,1Bedroom,
California,2010-04,230508.0,,1Bedroom,
California,2010-05,230649.0,,1Bedroom,
California,2010-06,229228.0,,1Bedroom,
California,2010-07,227264.0,,1Bedroom,
California,2010-08,225162.0,,1Bedroom,
California,2010-09,223295.0,,1Bedroom,
California,2010-10,221244.0,1195.0,1Bedroom,185.14142259414226
California,2010-11,218563.0,1200.0,1Bedroom,182.13583333333332
California,2010-12,216192.0,1215.5,1Bedroom,177.86260798025504
California,2011-01,214229.0,1195.0,1Bedroom,179.27112970711298
California,2011-02,212749.0,1200.0,1Bedroom,177.29083333333332
California,2011-03,210900.0,1200.0,1Bedroom,175.75
California,2011-04,208812.0,1200.0,1Bedroom,174.01
California,2011-05,206043.0,1215.0,1Bedroom,169.58271604938273
California,2011-06,204318.0,1200.0,1Bedroom,170.265
California,2011-07,202940.0,1222.5,1Bedroom,166.00408997955012
California,2011-08,201518.0,1250.0,1Bedroom,161.2144
California,2011-09,199927.0,1250.0,1Bedroom,159.9416
California,2011-10,198290.0,1195.0,1Bedroom,165.93305439330544
California,2011-11,197676.0,1150.0,1Bedroom,171.89217391304348
California,2011-12,196752.0,1150.0,1Bedroom,171.08869565217393
California,2012-01,196095.0,1195.0,1Bedroom,164.09623430962344
California,2012-02,195513.0,1200.0,1Bedroom,162.9275
California,2012-03,195422.0,1265.0,1Bedroom,154.48379446640317
California,2012-04,195808.0,1250.0,1Bedroom,156.6464
California,2012-05,196972.0,1245.0,1Bedroom,158.21044176706826
California,2012-06,198462.0,1250.0,1Bedroom,158.7696
California,2012-07,200195.0,1250.0,1Bedroom,160.156
California,2012-08,202267.0,1290.0,1Bedroom,156.79612403100776
California,2012-09,204645.0,1315.0,1Bedroom,155.6235741444867
California,2012-10,207728.0,1310.0,1Bedroom,158.5709923664122
California,2012-11,210711.0,1325.0,1Bedroom,159.02716981132076
California,2012-12,214514.0,1299.0,1Bedroom,165.13779830638953
California,2013-01,218525.0,1270.0,1Bedroom,172.06692913385828
California,2013-02,222985.0,1299.0,1Bedroom,171.65896843725943
California,2013-03,228103.0,1330.0,1Bedroom,171.50601503759398
California,2013-04,233753.0,1298.0,1Bedroom,180.08705701078583
California,2013-05,239646.0,1295.0,1Bedroom,185.05482625482625
California,2013-06,245550.0,1255.0,1Bedroom,195.65737051792829
California,2013-07,251245.0,1250.0,1Bedroom,200.996
California,2013-08,257136.0,1250.0,1Bedroom,205.7088
California,2013-09,262337.0,1300.0,1Bedroom,201.7976923076923
California,2013-10,266748.0,1345.0,1Bedroom,198.3256505576208
California,2013-11,270527.0,1250.0,1Bedroom,216.4216
California,2013-12,273867.0,1392.5,1Bedroom,196.67289048473967
California,2014-01,277177.0,1400.0,1Bedroom,197.98357142857142
California,2014-02,280132.0,1345.0,1Bedroom,208.27657992565057
California,2014-03,281918.0,1320.0,1Bedroom,213.5742424242424
California,2014-04,283098.0,1384.5,1Bedroom,204.47670639219936
California,2014-05,283762.0,1495.0,1Bedroom,189.80735785953178
California,2014-06,284623.0,1495.0,1Bedroom,190.38327759197324
California,2014-07,285995.0,1495.0,1Bedroom,191.30100334448161
California,2014-08,286549.0,1525.0,1Bedroom,187.9009836065574
California,2014-09,287566.0,1572.5,1Bedroom,182.8718600953895
California,2014-10,288593.0,1600.0,1Bedroom,180.370625
California,2014-11,290847.0,1610.0,1Bedroom,180.65031055900621
California,2014-12,292662.0,1625.0,1Bedroom,180.0996923076923
California,2015-01,294318.0,1620.0,1Bedroom,181.67777777777778
California,2015-02,296112.0,1665.0,1Bedroom,177.84504504504505
California,2015-03,298937.0,1665.0,1Bedroom,179.54174174174173
California,2015-04,301348.0,1678.5,1Bedroom,179.53410783437593
California,2015-05,303892.0,1697.0,1Bedroom,179.07601649970536
California,2015-06,305817.0,1700.0,1Bedroom,179.89235294117648
California,2015-07,307731.0,1705.0,1Bedroom,180.48739002932552
California,2015-08,309984.0,1735.0,1Bedroom,178.6651296829971
California,2015-09,312606.0,1750.0,1Bedroom,178.632
California,2015-10,315386.0,1750.0,1Bedroom,180.22057142857142
California,2015-11,317520.0,1795.0,1Bedroom,176.89136490250695
California,2015-12,320366.0,1795.0,1Bedroom,178.47688022284123
California,2016-01,323219.0,1830.0,1Bedroom,176.6224043715847
California,2016-02,325795.0,1860.0,1Bedroom,175.15860215053763
California,2016-03,327198.0,1890.0,1Bedroom,173.12063492063493
California,2016-04,329244.0,1855.0,1Bedroom,177.4900269541779
California,2016-05,331129.0,1850.0,1Bedroom,178.98864864864865
California,2016-06,333316.0,1845.0,1Bedroom,180.6590785907859
California,2016-07,335050.0,1895.0,1Bedroom,176.80738786279684
California,2016-08,337480.0,1800.0,1Bedroom,187.48888888888888
California,2016-09,339668.0,1850.0,1Bedroom,183.60432432432432
California,2016-10,342248.0,1795.0,1Bedroom,190.6674094707521
California,2016-11,344326.0,1795.0,1Bedroom,191.82506963788302
California,2016-12,346140.0,1795.0,1Bedroom,192.83565459610028
California,2017-01,347962.0,1865.0,1Bedroom,186.57479892761395
California,2017-02,349887.0,1900.0,1Bedroom,184.15105263157895
California,2017-03,352344.0,1922.0,1Bedroom,183.32154006243496
California,2017-04,354451.0,1950.0,1Bedroom,181.7697435897436
California,2017-05,357152.0,1950.0,1Bedroom,183.15487179487178
California,2017-06,359975.0,1950.0,1Bedroom,184.60256410256412
California,2017-07,362670.0,1950.0,1Bedroom,185.98461538461538
California,2017-08,365062.0,1948.0,1Bedroom,187.4034907597536
California,2017-09,367865.0,1945.0,1Bedroom,189.133676092545
California,2017-10,370874.0,1950.0,1Bedroom,190.19179487179488
California,2017-11,374540.0,1945.0,1Bedroom,192.5655526992288
California,2017-12,378244.0,1928.0,1Bedroom,196.18464730290455
California,2018-01,382025.0,1925.0,1Bedroom,198.45454545454547
California,2018-02,385668.0,1949.5,1Bedroom,197.8291869710182
California,2018-03,389104.0,1950.0,1Bedroom,199.54051282051282
California,2018-04,392012.0,1975.0,1Bedroom,198.48708860759493
California,2018-05,394170.0,2020.0,1Bedroom,195.13366336633663
California,2018-06,396119.0,2035.0,1Bedroom,194.65307125307126
California,2018-07,397999.0,2050.0,1Bedroom,194.1458536585366
California,2018-08,399637.0,2075.0,1Bedroom,192.59614457831324
California,2018-09,400481.0,2050.0,1Bedroom,195.35658536585365
California,2018-10,401239.0,2055.0,1Bedroom,195.2501216545012
California,2018-11,401731.0,2085.0,1Bedroom,192.6767386091127
California,2018-12,401450.0,2075.0,1Bedroom,193.46987951807228
California,2019-01,400621.0,2056.0,1Bedroom,194.8545719844358
California,2019-02,399605.0,2080.0,1Bedroom,192.11778846153845
California,2019-03,399031.0,2095.0,1Bedroom,190.46825775656325
California,2019-04,399124.0,2100.0,1Bedroom,190.05904761904762
California,2019-05,399290.0,2105.0,1Bedroom,189.68646080760095
California,2019-06,399503.0,2125.0,1Bedroom,188.0014117647059
California,2019-07,399949.0,2150.0,1Bedroom,186.02279069767442
California,2019-08,400604.0,2150.0,1Bedroom,186.32744186046511
California,2019-09,401758.0,2150.0,1Bedroom,186.86418604651163
California,2019-10,402858.0,2110.0,1Bedroom,190.92796208530805
California,2019-11,404068.0,2100.0,1Bedroom,192.41333333333333
California,2019-12,406004.0,2100.0,1Bedroom,193.33523809523808
Texas,2010-02,72289.0,800.0,1Bedroom,90.36125
Texas,2010-03,72080.0,800.0,1Bedroom,90.1
Texas,2010-04,71875.0,875.0,1Bedroom,82.14285714285714
Texas,2010-05,71719.0,850.0,1Bedroom,84.37529411764706
Texas,2010-06,71442.0,850.0,1Bedroom,84.04941176470588
Texas,2010-07,70993.0,895.0,1Bedroom,79.3217877094972
Texas,2010-08,70591.0,800.0,1Bedroom,88.23875
Texas,2010-09,70245.0,750.0,1Bedroom,93.66
Texas,2010-10,69999.0,795.5,1Bedroom,87.99371464487743
Texas,2010-11,69685.0,825.0,1Bedroom,84.46666666666667
Texas,2010-12,69383.0,794.5,1Bedroom,87.32913782252989
Texas,2011-01,69069.0,793.0,1Bedroom,87.09836065573771
Texas,2011-02,68648.0,800.0,1Bedroom,85.81
Texas,2011-03,68187.0,796.0,1Bedroom,85.66206030150754
Texas,2011-04,67794.0,799.0,1Bedroom,84.84856070087609
Texas,2011-05,67473.0,795.0,1Bedroom,84.87169811320754
Texas,2011-06,67252.0,820.0,1Bedroom,82.01463414634146
Texas,2011-07,67127.0,822.0,1Bedroom,81.66301703163018
Texas,2011-08,67184.0,757.0,1Bedroom,88.75033025099076
Texas,2011-09,67271.0,781.0,1Bedroom,86.13444302176697
Texas,2011-10,67349.0,732.0,1Bedroom,92.0068306010929
Texas,2011-11,67299.0,722.0,1Bedroom,93.21191135734072
Texas,2011-12,67253.0,740.0,1Bedroom,90.88243243243244
Texas,2012-01,67204.0,755.0,1Bedroom,89.01192052980133
Texas,2012-02,67286.0,793.0,1Bedroom,84.84993694829761
Texas,2012-03,67433.0,810.0,1Bedroom,83.25061728395062
Texas,2012-04,67490.0,785.0,1Bedroom,85.97452229299363
Texas,2012-05,67569.0,795.0,1Bedroom,84.99245283018868
Texas,2012-06,67751.0,800.0,1Bedroom,84.68875
Texas,2012-07,68083.0,795.0,1Bedroom,85.63899371069182
Texas,2012-08,68269.0,809.0,1Bedroom,84.38689740420271
Texas,2012-09,68365.0,825.0,1Bedroom,82.86666666666666
Texas,2012-10,68481.0,785.0,1Bedroom,87.23694267515924
Texas,2012-11,68712.0,825.0,1Bedroom,83.28727272727272
Texas,2012-12,69039.0,847.0,1Bedroom,81.51003541912632
Texas,2013-01,69432.0,830.0,1Bedroom,83.65301204819278
Texas,2013-02,69886.0,829.0,1Bedroom,84.3015681544029
Texas,2013-03,70439.0,825.0,1Bedroom,85.38060606060606
Texas,2013-04,71107.0,850.0,1Bedroom,83.65529411764706
Texas,2013-05,71747.0,849.0,1Bedroom,84.50765606595995
Texas,2013-06,72191.0,865.0,1Bedroom,83.4578034682081
Texas,2013-07,72654.0,875.0,1Bedroom,83.03314285714286
Texas,2013-08,73172.0,854.0,1Bedroom,85.68149882903981
Texas,2013-09,73856.0,928.0,1Bedroom,79.58620689655173
Texas,2013-10,74437.0,946.0,1Bedroom,78.68604651162791
Texas,2013-11,75003.0,969.0,1Bedroom,77.40247678018576
Texas,2013-12,75429.0,945.0,1Bedroom,79.81904761904762
Texas,2014-01,75954.0,959.0,1Bedroom,79.20125130344108
Texas,2014-02,76500.0,938.0,1Bedroom,81.55650319829424
Texas,2014-03,76946.0,950.0,1Bedroom,80.99578947368421
Texas,2014-04,77340.0,971.0,1Bedroom,79.6498455200824
Texas,2014-05,77716.0,935.0,1Bedroom,83.11871657754011
Texas,2014-06,78366.0,942.0,1Bedroom,83.19108280254777
Texas,2014-07,78839.0,928.0,1Bedroom,84.95581896551724
Texas,2014-08,79432.0,919.0,1Bedroom,86.43307943416757
Texas,2014-09,79901.0,920.0,1Bedroom,86.84891304347826
Texas,2014-10,80445.0,930.0,1Bedroom,86.5
Texas,2014-11,81046.0,950.0,1Bedroom,85.31157894736842
Texas,2014-12,81722.0,937.0,1Bedroom,87.21664887940234
Texas,2015-01,82381.0,929.0,1Bedroom,88.67707212055974
Texas,2015-02,82877.0,929.0,1Bedroom,89.21097954790096
Texas,2015-03,83426.0,915.0,1Bedroom,91.175956284153
Texas,2015-04,83954.0,945.0,1Bedroom,88.84021164021163
Texas,2015-05,84526.0,949.0,1Bedroom,89.06849315068493
Texas,2015-06,84973.0,950.0,1Bedroom,89.44526315789474
Texas,2015-07,85454.0,959.0,1Bedroom,89.10740354535974
Texas,2015-08,85963.0,965.0,1Bedroom,89.08082901554404
Texas,2015-09,86523.0,979.0,1Bedroom,88.37895812053115
Texas,2015-10,87192.0,977.0,1Bedroom,89.2446264073695
Texas,2015-11,87584.0,1043.0,1Bedroom,83.97315436241611
Texas,2015-12,87959.0,1039.0,1Bedroom,84.65736284889317
Texas,2016-01,88291.0,1050.0,1Bedroom,84.08666666666667
Texas,2016-02,88858.0,1025.0,1Bedroom,86.69073170731707
Texas,2016-03,89479.0,1064.0,1Bedroom,84.0968045112782
Texas,2016-04,90139.0,1041.0,1Bedroom,86.58885686839578
Texas,2016-05,90835.0,1035.0,1Bedroom,87.76328502415458
Texas,2016-06,91540.0,1027.0,1Bedroom,89.1333982473223
Texas,2016-07,92360.0,1013.0,1Bedroom,91.17472852912142
Texas,2016-08,92938.0,1017.0,1Bedroom,91.38446411012782
Texas,2016-09,93545.0,1040.0,1Bedroom,89.94711538461539
Texas,2016-10,94134.0,994.0,1Bedroom,94.70221327967806
Texas,2016-11,95069.0,979.0,1Bedroom,97.10827374872319
Texas,2016-12,96047.0,969.0,1Bedroom,99.11971104231166
Texas,2017-01,96795.0,1025.0,1Bedroom,94.43414634146342
Texas,2017-02,97405.0,1045.0,1Bedroom,93.21052631578948
Texas,2017-03,97926.0,1059.0,1Bedroom,92.47025495750708
Texas,2017-04,98498.0,1075.0,1Bedroom,91.6260465116279
Texas,2017-05,99071.0,1095.0,1Bedroom,90.47579908675799
Texas,2017-06,99643.0,1095.0,1Bedroom,90.99817351598173
Texas,2017-07,100256.0,1093.0,1Bedroom,91.72552607502287
Texas,2017-08,100740.0,1100.0,1Bedroom,91.58181818181818
Texas,2017-09,101180.0,1100.0,1Bedroom,91.98181818181818
Texas,2017-10,101664.0,1100.0,1Bedroom,92.42181818181818
Texas,2017-11,102352.0,1115.0,1Bedroom,91.79551569506727
Texas,2017-12,103100.0,1119.0,1Bedroom,92.13583556747096
Texas,2018-01,103798.0,1119.0,1Bedroom,92.75960679177837
Texas,2018-02,104448.0,1155.0,1Bedroom,90.43116883116883
Texas,2018-03,105131.0,1159.0,1Bedroom,90.7083692838654
Texas,2018-04,105931.0,1161.0,1Bedroom,91.2411714039621
Texas,2018-05,106712.0,1166.0,1Bedroom,91.51972555746141
Texas,2018-06,107442.0,1167.0,1Bedroom,92.0668380462725
Texas,2018-07,108024.0,1180.0,1Bedroom,91.54576271186441
Texas,2018-08,108700.0,1179.5,1Bedroom,92.15769393810938
Texas,2018-09,109201.0,1175.0,1Bedroom,92.93702127659574
Texas,2018-10,109862.0,1189.0,1Bedroom,92.3986543313709
Texas,2018-11,110405.0,1186.0,1Bedroom,93.0902192242833
Texas,2018-12,111239.0,1180.0,1Bedroom,94.27033898305085
Texas,2019-01,111985.0,1183.0,1Bedroom,94.6618765849535
Texas,2019-02,112748.0,1199.0,1Bedroom,94.03502919099249
Texas,2019-03,113161.0,1205.0,1Bedroom,93.90954356846473
Texas,2019-04,113490.0,1202.0,1Bedroom,94.41763727121464
Texas,2019-05,113767.0,1209.0,1Bedroom,94.10008271298594
Texas,2019-06,114205.0,1213.0,1Bedroom,94.15086562242374
Texas,2019-07,114678.0,1204.0,1Bedroom,95.24750830564784
Texas,2019-08,115177.0,1200.0,1Bedroom,95.98083333333334
Texas,2019-09,115813.0,1199.0,1Bedroom,96.59132610508757
Texas,2019-10,116285.0,1208.0,1Bedroom,96.26241721854305
Texas,2019-11,116653.0,1200.0,1Bedroom,97.21083333333333
Texas,2019-12,116733.0,1200.0,1Bedroom,97.2775
New York,2010-02,289726.0,,1Bedroom,
New York,2010-03,289956.0,,1Bedroom,
New York,2010-04,289938.0,,1Bedroom,
New York,2010-05,289662.0,,1Bedroom,
New York,2010-06,290645.0,,1Bedroom,
New York,2010-07,291223.0,,1Bedroom,
New York,2010-08,291729.0,,1Bedroom,
New York,2010-09,291516.0,,1Bedroom,
New York,2010-10,290881.0,,1Bedroom,
New York,2010-11,289437.0,,1Bedroom,
New York,2010-12,288056.0,,1Bedroom,
New York,2011-01,286452.0,,1Bedroom,
New York,2011-02,285632.0,,1Bedroom,
New York,2011-03,285768.0,,1Bedroom,
New York,2011-04,285629.0,,1Bedroom,
New York,2011-05,285036.0,,1Bedroom,
New York,2011-06,283508.0,,1Bedroom,
New York,2011-07,282492.0,,1Bedroom,
New York,2011-08,281900.0,,1Bedroom,
New York,2011-09,281555.0,2250.0,1Bedroom,125.13555555555556
New York,2011-10,280771.0,2250.0,1Bedroom,124.78711111111112
New York,2011-11,280308.0,2300.0,1Bedroom,121.87304347826087
New York,2011-12,280193.0,2300.0,1Bedroom,121.82304347826087
New York,2012-01,280354.0,2300.0,1Bedroom,121.89304347826086
New York,2012-02,279625.0,2365.0,1Bedroom,118.23467230443974
New York,2012-03,277981.0,2400.0,1Bedroom,115.82541666666667
New York,2012-04,276807.0,2430.0,1Bedroom,113.91234567901235
New York,2012-05,276170.0,2470.0,1Bedroom,111.80971659919028
New York,2012-06,276252.0,2450.0,1Bedroom,112.75591836734694
New York,2012-07,276225.0,2495.0,1Bedroom,110.71142284569139
New York,2012-08,276396.0,2500.0,1Bedroom,110.5584
New York,2012-09,276489.0,2500.0,1Bedroom,110.5956
New York,2012-10,276933.0,2500.0,1Bedroom,110.7732
New York,2012-11,277393.0,2550.0,1Bedroom,108.78156862745098
New York,2012-12,278006.0,2550.0,1Bedroom,109.02196078431372
New York,2013-01,278374.0,2500.0,1Bedroom,111.3496
New York,2013-02,279063.0,2600.0,1Bedroom,107.33192307692308
New York,2013-03,280183.0,2595.0,1Bedroom,107.97032755298652
New York,2013-04,281359.0,2600.0,1Bedroom,108.215
New York,2013-05,282604.0,2649.0,1Bedroom,106.68327670819177
New York,2013-06,283663.0,2650.0,1Bedroom,107.04264150943396
New York,2013-07,284946.0,2595.0,1Bedroom,109.80578034682081
New York,2013-08,285856.0,2600.0,1Bedroom,109.94461538461539
New York,2013-09,286680.0,2650.0,1Bedroom,108.1811320754717
New York,2013-10,287696.0,2693.5,1Bedroom,106.81121217746427
New York,2013-11,289057.0,2600.0,1Bedroom,111.17576923076923
New York,2013-12,290305.0,2600.0,1Bedroom,111.65576923076924
New York,2014-01,291714.0,2552.5,1Bedroom,114.28560235063664
New York,2014-02,293408.0,2595.0,1Bedroom,113.06666666666666
New York,2014-03,295402.0,2595.0,1Bedroom,113.83506743737958
New York,2014-04,297089.0,2595.0,1Bedroom,114.48516377649325
New York,2014-05,298403.0,2600.0,1Bedroom,114.77038461538461
New York,2014-06,299260.0,2600.0,1Bedroom,115.1
New York,2014-07,299817.0,2200.0,1Bedroom,136.28045454545455
New York,2014-08,300858.0,2195.0,1Bedroom,137.06514806378132
New York,2014-09,302339.0,2200.0,1Bedroom,137.4268181818182
New York,2014-10,303813.0,2190.0,1Bedroom,138.72739726027396
New York,2014-11,304733.0,2189.5,1Bedroom,139.1792646722996
New York,2014-12,305903.0,2145.0,1Bedroom,142.61212121212122
New York,2015-01,308168.0,2100.0,1Bedroom,146.74666666666667
New York,2015-02,310384.0,2195.0,1Bedroom,141.40501138952163
New York,2015-03,312037.0,2200.0,1Bedroom,141.835
New York,2015-04,312719.0,2267.5,1Bedroom,137.9135611907387
New York,2015-05,313523.0,2300.0,1Bedroom,136.31434782608696
New York,2015-06,314803.0,2200.0,1Bedroom,143.09227272727273
New York,2015-07,316286.0,2155.0,1Bedroom,146.76844547563806
New York,2015-08,317742.0,2200.0,1Bedroom,144.42818181818183
New York,2015-09,318941.0,2200.0,1Bedroom,144.9731818181818
New York,2015-10,320055.0,2195.0,1Bedroom,145.81093394077448
New York,2015-11,321487.0,2150.0,1Bedroom,149.52883720930234
New York,2015-12,322558.0,2100.0,1Bedroom,153.5990476190476
New York,2016-01,321509.0,2100.0,1Bedroom,153.09952380952382
New York,2016-02,320266.0,2100.0,1Bedroom,152.50761904761904
New York,2016-03,319245.0,2150.0,1Bedroom,148.4860465116279
New York,2016-04,320461.0,2199.0,1Bedroom,145.73033196907684
New York,2016-05,321491.0,2200.0,1Bedroom,146.13227272727272
New York,2016-06,322562.0,2250.0,1Bedroom,143.3608888888889
New York,2016-07,323476.0,2250.0,1Bedroom,143.76711111111112
New York,2016-08,324274.0,2250.0,1Bedroom,144.12177777777777
New York,2016-09,324840.0,2300.0,1Bedroom,141.23478260869564
New York,2016-10,325380.0,2400.0,1Bedroom,135.575
New York,2016-11,326084.0,2350.0,1Bedroom,138.75914893617022
New York,2016-12,327200.0,2100.0,1Bedroom,155.8095238095238
New York,2017-01,329115.0,2150.0,1Bedroom,153.0767441860465
New York,2017-02,330886.0,2150.0,1Bedroom,153.90046511627907
New York,2017-03,332633.0,2150.0,1Bedroom,154.71302325581397
New York,2017-04,333789.0,2195.0,1Bedroom,152.06788154897495
New York,2017-05,335562.0,2200.0,1Bedroom,152.52818181818182
New York,2017-06,337630.0,2200.0,1Bedroom,153.46818181818182
New York,2017-07,339864.0,2200.0,1Bedroom,154.48363636363635
New York,2017-08,341925.0,2200.0,1Bedroom,155.42045454545453
New York,2017-09,344202.0,2195.0,1Bedroom,156.81184510250569
New York,2017-10,346547.0,2125.0,1Bedroom,163.0809411764706
New York,2017-11,348666.0,2100.0,1Bedroom,166.03142857142856
New York,2017-12,350288.0,2055.0,1Bedroom,170.45644768856448
New York,2018-01,352025.0,2085.0,1Bedroom,168.8369304556355
New York,2018-02,353989.0,2099.0,1Bedroom,168.6464983325393
New York,2018-03,356034.0,2100.0,1Bedroom,169.54
New York,2018-04,357653.0,2190.0,1Bedroom,163.31187214611873
New York,2018-05,359142.0,2200.0,1Bedroom,163.24636363636364
New York,2018-06,360223.0,2200.0,1Bedroom,163.73772727272728
New York,2018-07,361147.0,2200.0,1Bedroom,164.15772727272727
New York,2018-08,361933.0,2199.0,1Bedroom,164.58981355161438
New York,2018-09,363012.0,2195.0,1Bedroom,165.38132118451026
New York,2018-10,364013.0,2100.0,1Bedroom,173.3395238095238
New York,2018-11,365160.0,2095.0,1Bedroom,174.30071599045345
New York,2018-12,365855.0,2050.0,1Bedroom,178.4658536585366
New York,2019-01,366439.0,2055.0,1Bedroom,178.31581508515816
New York,2019-02,366612.0,2050.0,1Bedroom,178.83512195121952
New York,2019-03,367144.0,2100.0,1Bedroom,174.8304761904762
New York,2019-04,367687.0,2150.0,1Bedroom,171.01720930232557
New York,2019-05,368171.0,2195.0,1Bedroom,167.73166287015945
New York,2019-06,368528.0,2200.0,1Bedroom,167.51272727272726
New York,2019-07,368872.0,2200.0,1Bedroom,167.6690909090909
New York,2019-08,369362.0,2200.0,1Bedroom,167.8918181818182
New York,2019-09,369491.0,2200.0,1Bedroom,167.95045454545453
New York,2019-10,369558.0,2150.0,1Bedroom,171.88744186046512
New York,2019-11,369476.0,2100.0,1Bedroom,175.94095238095238
New York,2019-12,369800.0,2100.0,1Bedroom,176.0952380952381
Florida,2010-02,84319.0,,1Bedroom,
Florida,2010-03,83500.0,,1Bedroom,
Florida,2010-04,82750.0,,1Bedroom,
Florida,2010-05,82023.0,,1Bedroom,
Florida,2010-06,81082.0,,1Bedroom,
Florida,2010-07,80185.0,,1Bedroom,
Florida,2010-08,79213.0,,1Bedroom,
Florida,2010-09,78323.0,,1Bedroom,
Florida,2010-10,77301.0,,1Bedroom,
Florida,2010-11,76277.0,,1Bedroom,
Florida,2010-12,75380.0,,1Bedroom,
Florida,2011-01,74494.0,,1Bedroom,
Florida,2011-02,73752.0,1199.0,1Bedroom,61.51125938281901
Florida,2011-03,73013.0,1200.0,1Bedroom,60.844166666666666
Florida,2011-04,72388.0,1200.0,1Bedroom,60.32333333333333
Florida,2011-05,71778.0,1150.0,1Bedroom,62.415652173913045
Florida,2011-06,71346.0,1149.5,1Bedroom,62.066985645933016
Florida,2011-07,70997.0,1100.0,1Bedroom,64.54272727272728
Florida,2011-08,70824.0,1100.0,1Bedroom,64.38545454545455
Florida,2011-09,70661.0,1100.0,1Bedroom,64.23727272727272
Florida,2011-10,70744.0,1035.0,1Bedroom,68.35169082125604
Florida,2011-11,70935.0,999.0,1Bedroom,71.006006006006
Florida,2011-12,71121.0,1000.0,1Bedroom,71.121
Florida,2012-01,71291.0,975.0,1Bedroom,73.11897435897436
Florida,2012-02,71419.0,999.0,1Bedroom,71.49049049049049
Florida,2012-03,71693.0,1000.0,1Bedroom,71.693
Florida,2012-04,72057.0,987.0,1Bedroom,73.00607902735563
Florida,2012-05,72574.0,990.0,1Bedroom,73.30707070707071
Florida,2012-06,73242.0,1000.0,1Bedroom,73.242
Florida,2012-07,73913.0,1000.0,1Bedroom,73.913
Florida,2012-08,74654.0,975.0,1Bedroom,76.56820512820512
Florida,2012-09,75448.0,972.0,1Bedroom,77.62139917695474
Florida,2012-10,76259.0,950.0,1Bedroom,80.27263157894737
Florida,2012-11,76966.0,950.0,1Bedroom,81.01684210526315
Florida,2012-12,77763.0,925.0,1Bedroom,84.0681081081081
Florida,2013-01,78769.0,900.0,1Bedroom,87.52111111111111
Florida,2013-02,79967.0,905.0,1Bedroom,88.36132596685083
Florida,2013-03,81180.0,928.0,1Bedroom,87.47844827586206
Florida,2013-04,82431.0,929.0,1Bedroom,88.73089343379978
Florida,2013-05,83691.0,940.0,1Bedroom,89.03297872340426
Florida,2013-06,84879.0,950.0,1Bedroom,89.34631578947368
Florida,2013-07,86175.0,1050.0,1Bedroom,82.07142857142857
Florida,2013-08,87460.0,1030.0,1Bedroom,84.9126213592233
Florida,2013-09,88765.0,1050.0,1Bedroom,84.53809523809524
Florida,2013-10,89849.0,1100.0,1Bedroom,81.6809090909091
Florida,2013-11,91127.0,1100.0,1Bedroom,82.84272727272727
Florida,2013-12,92337.0,1095.0,1Bedroom,84.32602739726028
Florida,2014-01,93564.0,1035.0,1Bedroom,90.4
Florida,2014-02,94488.0,1000.0,1Bedroom,94.488
Florida,2014-03,95419.0,999.0,1Bedroom,95.51451451451452
Florida,2014-04,96081.0,985.0,1Bedroom,97.54416243654822
Florida,2014-05,96754.0,1035.0,1Bedroom,93.48212560386473
Florida,2014-06,97249.0,1035.0,1Bedroom,93.96038647342995
Florida,2014-07,97821.0,1050.0,1Bedroom,93.16285714285715
Florida,2014-08,98287.0,1065.0,1Bedroom,92.28826291079812
Florida,2014-09,98783.0,1100.0,1Bedroom,89.80272727272727
Florida,2014-10,99457.0,1100.0,1Bedroom,90.41545454545455
Florida,2014-11,99946.0,1050.0,1Bedroom,95.18666666666667
Florida,2014-12,100522.0,1050.0,1Bedroom,95.73523809523809
Florida,2015-01,100869.0,1045.0,1Bedroom,96.52535885167464
Florida,2015-02,101448.0,1100.0,1Bedroom,92.22545454545454
Florida,2015-03,101922.0,1140.0,1Bedroom,89.40526315789474
Florida,2015-04,102548.0,1100.0,1Bedroom,93.22545454545454
Florida,2015-05,103150.0,1175.0,1Bedroom,87.7872340425532
Florida,2015-06,103856.0,1200.0,1Bedroom,86.54666666666667
Florida,2015-07,104471.0,1300.0,1Bedroom,80.3623076923077
Florida,2015-08,105134.0,1350.0,1Bedroom,77.87703703703704
Florida,2015-09,105865.0,1325.0,1Bedroom,79.89811320754717
Florida,2015-10,106557.0,1350.0,1Bedroom,78.93111111111111
Florida,2015-11,107310.0,1322.0,1Bedroom,81.17246596066566
Florida,2015-12,107972.0,1317.5,1Bedroom,81.95218216318786
Florida,2016-01,108786.0,1345.0,1Bedroom,80.8817843866171
Florida,2016-02,109578.0,1369.0,1Bedroom,80.04236669101535
Florida,2016-03,110340.0,1385.0,1Bedroom,79.66787003610108
Florida,2016-04,111058.0,1345.0,1Bedroom,82.57100371747212
Florida,2016-05,111760.0,1336.0,1Bedroom,83.65269461077844
Florida,2016-06,112627.0,1300.0,1Bedroom,86.63615384615385
Florida,2016-07,113487.0,1295.0,1Bedroom,87.63474903474903
Florida,2016-08,114263.0,1300.0,1Bedroom,87.89461538461538
Florida,2016-09,114916.0,1314.0,1Bedroom,87.45509893455099
Florida,2016-10,115550.0,1300.0,1Bedroom,88.88461538461539
Florida,2016-11,116300.0,1375.0,1Bedroom,84.58181818181818
Florida,2016-12,117065.0,1275.0,1Bedroom,91.8156862745098
Florida,2017-01,117818.0,1306.0,1Bedroom,90.21286370597244
